id,fir_number,station_id,crime_type,ipc_sections,district,taluk,lat,lng,occurred_at,reported_at,status,severity,modus,description
20,104020003202500002,3,Chain Snatching,"IPC 379, IPC 356",Mysuru,,12.232884770989605,76.62582160272692,2025-04-01 00:00:00,2025-04-01 00:00:00,charge_sheeted,medium,crowded_market,Chain Snatching reported under city limits of Mysuru. Modus operandi: crowded market.
21,104080015202500002,15,Vehicle Theft,IPC 379,Vijayapura,,16.861422221432257,75.67860269402154,2025-07-16 00:00:00,2025-07-16 00:00:00,registered,medium,vehicle_lifting,Vehicle Theft reported under city limits of Vijayapura. Modus operandi: vehicle lifting.
22,104050009202600002,9,Vehicle Theft,IPC 379,Belagavi,,15.813453608055413,74.42554880121239,2026-03-17 00:00:00,2026-03-18 00:00:00,under_investigation,medium,duplicate_key,Vehicle Theft reported under city limits of Belagavi. Modus operandi: duplicate key.
23,104020004202600001,4,Cheating & Fraud,IPC 420,Mysuru,,12.29930408500526,76.58882143876104,2026-05-18 00:00:00,2026-05-19 00:00:00,under_investigation,medium,impersonation,Cheating & Fraud reported under rural limits of Mysuru. Modus operandi: impersonation.
24,304010002202600001,2,Vehicle Theft,IPC 379,Bengaluru Urban,,13.024156362026371,77.55298362096343,2026-06-20 00:00:00,2026-06-20 00:00:00,charge_sheeted,medium,duplicate_key,Vehicle Theft reported under rural limits of Bengaluru Urban. Modus operandi: duplicate key.
25,104080016202500001,16,Vehicle Theft,IPC 379,Vijayapura,,16.821105724577606,75.68207818873226,2025-04-11 00:00:00,2025-04-14 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under rural limits of Vijayapura. Modus operandi: vehicle lifting.
26,104080016202500002,16,Vehicle Theft,IPC 379,Vijayapura,,16.860427596010084,75.75955552854109,2025-04-20 00:00:00,2025-04-20 00:00:00,registered,medium,duplicate_key,Vehicle Theft reported under rural limits of Vijayapura. Modus operandi: duplicate key.
27,304070014202500001,14,Robbery,IPC 392,Ballari,,15.113841847079433,76.87951599500944,2025-07-10 00:00:00,2025-07-11 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under rural limits of Ballari. Modus operandi: two wheeler getaway.
28,104040008202600001,8,Attempt to Murder,IPC 307,Hubballi-Dharwad,,15.372761924143694,75.17288257491401,2026-05-24 00:00:00,2026-05-26 00:00:00,charge_sheeted,high,personal_enmity,Attempt to Murder reported under rural limits of Hubballi-Dharwad. Modus operandi: personal enmity.
29,104070014202500001,14,Rioting,"IPC 147, IPC 148",Ballari,,15.178262856286578,76.90723626081702,2025-08-11 00:00:00,2025-08-11 00:00:00,charge_sheeted,medium,communal,Rioting reported under rural limits of Ballari. Modus operandi: communal.
30,104050009202500001,9,Burglary,"IPC 454, IPC 457",Belagavi,,15.789701134672203,74.5564230951991,2025-06-17 00:00:00,2025-06-17 00:00:00,charge_sheeted,medium,lock_breaking,Burglary reported under city limits of Belagavi. Modus operandi: lock breaking.
31,104030006202600001,6,Rioting,"IPC 147, IPC 148",Dakshina Kannada,,12.946682910549827,74.80444295944086,2026-05-18 00:00:00,2026-05-19 00:00:00,charge_sheeted,medium,communal,Rioting reported under rural limits of Dakshina Kannada. Modus operandi: communal.
32,104050010202600002,10,Burglary,"IPC 454, IPC 457",Belagavi,,15.910596795815788,74.49910919263475,2026-03-04 00:00:00,2026-03-05 00:00:00,under_investigation,medium,lock_breaking,Burglary reported under rural limits of Belagavi. Modus operandi: lock breaking.
33,104090017202600002,17,Cybercrime,"ITACT 66C, ITACT 66D",Shivamogga,,13.932704979337379,75.54887253170311,2026-01-29 00:00:00,2026-01-29 00:00:00,closed,medium,otp_fraud,Cybercrime reported under city limits of Shivamogga. Modus operandi: otp fraud.
34,104050010202600003,10,Extortion,IPC 384,Belagavi,,15.784284443154744,74.54146137180253,2026-03-17 00:00:00,2026-03-20 00:00:00,charge_sheeted,high,threat_call,Extortion reported under rural limits of Belagavi. Modus operandi: threat call.
35,104100019202600004,19,Rioting,"IPC 147, IPC 148",Tumakuru,,13.275514270607008,77.15205188151002,2026-06-25 00:00:00,2026-06-28 00:00:00,registered,medium,mob,Rioting reported under city limits of Tumakuru. Modus operandi: mob.
36,104120023202600001,23,House Theft,IPC 380,Mandya,,12.495845017638244,76.91083545175809,2026-01-15 00:00:00,2026-01-17 00:00:00,under_investigation,medium,insider_info,House Theft reported under city limits of Mandya. Modus operandi: insider info.
37,104090017202500001,17,Robbery,IPC 392,Shivamogga,,13.89045169539526,75.5111944639258,2025-02-03 00:00:00,2025-02-06 00:00:00,charge_sheeted,high,two_wheeler_getaway,Robbery reported under city limits of Shivamogga. Modus operandi: two wheeler getaway.
38,104030005202600001,5,Chain Snatching,"IPC 379, IPC 356",Dakshina Kannada,,12.889498296494967,74.81205076904408,2026-03-22 00:00:00,2026-03-25 00:00:00,charge_sheeted,medium,crowded_market,Chain Snatching reported under city limits of Dakshina Kannada. Modus operandi: crowded market.
39,104050009202500002,9,Vehicle Theft,IPC 379,Belagavi,,15.806894103635848,74.53301525365542,2025-02-19 00:00:00,2025-02-20 00:00:00,registered,medium,vehicle_lifting,Vehicle Theft reported under city limits of Belagavi. Modus operandi: vehicle lifting.
40,104080015202500003,15,Assault,"IPC 324, IPC 326",Vijayapura,,16.835327304256896,75.6349234068673,2025-09-22 00:00:00,2025-09-23 00:00:00,charge_sheeted,medium,personal_enmity,Assault reported under city limits of Vijayapura. Modus operandi: personal enmity.
41,104020003202500003,3,Kidnapping,"IPC 363, IPC 365",Mysuru,,12.296897224736586,76.5977603571169,2025-12-18 00:00:00,2025-12-21 00:00:00,charge_sheeted,high,personal_enmity,Kidnapping reported under city limits of Mysuru. Modus operandi: personal enmity.
42,104080016202600001,16,Cheating & Fraud,IPC 420,Vijayapura,,16.740288969836943,75.7902152096061,2026-06-26 00:00:00,2026-06-29 00:00:00,under_investigation,medium,fake_investment,Cheating & Fraud reported under rural limits of Vijayapura. Modus operandi: fake investment.
43,304040007202600001,7,Chain Snatching,"IPC 379, IPC 356",Hubballi-Dharwad,,15.412946917696669,75.03788017651624,2026-01-25 00:00:00,2026-01-26 00:00:00,under_investigation,medium,two_wheeler_getaway,Chain Snatching reported under city limits of Hubballi-Dharwad. Modus operandi: two wheeler getaway.
44,104040007202600002,7,Murder,IPC 302,Hubballi-Dharwad,,15.295503424553013,75.13603725764062,2026-03-08 00:00:00,2026-03-10 00:00:00,closed,critical,personal_enmity,Murder reported under city limits of Hubballi-Dharwad. Modus operandi: personal enmity.
45,104110021202500001,21,Cybercrime,"ITACT 66C, ITACT 66D",Udupi,,13.345835875711963,74.81373654247298,2025-02-09 00:00:00,2025-02-09 00:00:00,under_investigation,medium,impersonation,Cybercrime reported under city limits of Udupi. Modus operandi: impersonation.
46,104060012202600002,12,Vehicle Theft,IPC 379,Kalaburagi,,17.40535801453311,76.77560348557606,2026-06-29 00:00:00,2026-07-02 00:00:00,under_investigation,medium,duplicate_key,Vehicle Theft reported under rural limits of Kalaburagi. Modus operandi: duplicate key.
47,104060012202500001,12,Cybercrime,"ITACT 66C, ITACT 66D",Kalaburagi,,17.26133497946225,76.91533853407316,2025-10-18 00:00:00,2025-10-21 00:00:00,under_investigation,medium,fake_upi_link,Cybercrime reported under rural limits of Kalaburagi. Modus operandi: fake upi link.
48,304060011202600001,11,Chain Snatching,"IPC 379, IPC 356",Kalaburagi,,17.252990461129507,76.80981239900757,2026-05-07 00:00:00,2026-05-08 00:00:00,under_investigation,medium,crowded_market,Chain Snatching reported under city limits of Kalaburagi. Modus operandi: crowded market.
49,104040007202600003,7,Chain Snatching,"IPC 379, IPC 356",Hubballi-Dharwad,,15.432919458479434,75.06827758845967,2026-06-23 00:00:00,2026-06-25 00:00:00,charge_sheeted,medium,crowded_market,Chain Snatching reported under city limits of Hubballi-Dharwad. Modus operandi: crowded market.
50,104060012202600003,12,Robbery,IPC 392,Kalaburagi,,17.34295186602771,76.75552201978229,2026-03-24 00:00:00,2026-03-26 00:00:00,registered,high,two_wheeler_getaway,Robbery reported under rural limits of Kalaburagi. Modus operandi: two wheeler getaway.
51,104120023202500001,23,Burglary,"IPC 454, IPC 457",Mandya,,12.553413166585564,76.86531055430844,2025-06-01 00:00:00,2025-06-04 00:00:00,charge_sheeted,medium,lock_breaking,Burglary reported under city limits of Mandya. Modus operandi: lock breaking.
52,104060011202600002,11,Rioting,"IPC 147, IPC 148",Kalaburagi,,17.40656365122441,76.74794466498606,2026-02-06 00:00:00,2026-02-09 00:00:00,charge_sheeted,medium,mob,Rioting reported under city limits of Kalaburagi. Modus operandi: mob.
53,104080015202600002,15,House Theft,IPC 380,Vijayapura,,16.85489512052834,75.62891478928736,2026-03-29 00:00:00,2026-03-29 00:00:00,charge_sheeted,medium,lock_breaking,House Theft reported under city limits of Vijayapura. Modus operandi: lock breaking.
54,104110022202500002,22,House Theft,IPC 380,Udupi,,13.296387751830368,74.78289584293532,2025-06-30 00:00:00,2025-07-02 00:00:00,under_investigation,medium,lock_breaking,House Theft reported under rural limits of Udupi. Modus operandi: lock breaking.
55,804110022202500001,22,Chain Snatching,"IPC 379, IPC 356",Udupi,,13.26694044935666,74.7403389931567,2025-11-11 00:00:00,2025-11-11 00:00:00,under_investigation,medium,two_wheeler_getaway,Chain Snatching reported under rural limits of Udupi. Modus operandi: two wheeler getaway.
56,104020003202600002,3,Burglary,"IPC 454, IPC 457",Mysuru,,12.206042970879189,76.63867660508546,2026-05-01 00:00:00,2026-05-02 00:00:00,under_investigation,medium,cctv_blindspot,Burglary reported under city limits of Mysuru. Modus operandi: cctv blindspot.
57,104060011202500002,11,Robbery,IPC 392,Kalaburagi,,17.29183914470747,76.86003239173274,2025-03-22 00:00:00,2025-03-25 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under city limits of Kalaburagi. Modus operandi: two wheeler getaway.
58,104110021202500002,21,Cheating & Fraud,IPC 420,Udupi,,13.329573350051977,74.79115851617455,2025-11-20 00:00:00,2025-11-23 00:00:00,under_investigation,medium,impersonation,Cheating & Fraud reported under city limits of Udupi. Modus operandi: impersonation.
59,104040007202500001,7,Dacoity,IPC 395,Hubballi-Dharwad,,15.333892385803907,75.08876686267648,2025-05-17 00:00:00,2025-05-17 00:00:00,under_investigation,critical,armed_robbery,Dacoity reported under city limits of Hubballi-Dharwad. Modus operandi: armed robbery.
60,104120023202600002,23,Robbery,IPC 392,Mandya,,12.550120925214328,76.87388316526506,2026-03-06 00:00:00,2026-03-06 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under city limits of Mandya. Modus operandi: two wheeler getaway.
61,104080015202600003,15,House Theft,IPC 380,Vijayapura,,16.752777215484343,75.79922239345032,2026-04-15 00:00:00,2026-04-15 00:00:00,closed,medium,lock_breaking,House Theft reported under city limits of Vijayapura. Modus operandi: lock breaking.
62,104040007202600004,7,Murder,IPC 302,Hubballi-Dharwad,,15.2772759745948,75.16345570599287,2026-04-10 00:00:00,2026-04-10 00:00:00,closed,critical,personal_enmity,Murder reported under city limits of Hubballi-Dharwad. Modus operandi: personal enmity.
63,104010001202600001,1,Cheating & Fraud,IPC 420,Bengaluru Urban,,13.001164174325206,77.54638467528895,2026-01-31 00:00:00,2026-02-01 00:00:00,under_investigation,medium,impersonation,Cheating & Fraud reported under city limits of Bengaluru Urban. Modus operandi: impersonation.
64,104110022202600001,22,Vehicle Theft,IPC 379,Udupi,,13.404258988128602,74.80844047836065,2026-05-31 00:00:00,2026-06-02 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under rural limits of Udupi. Modus operandi: vehicle lifting.
65,104090017202600003,17,Robbery,IPC 392,Shivamogga,,13.872891033168509,75.6206826648157,2026-03-27 00:00:00,2026-03-27 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under city limits of Shivamogga. Modus operandi: two wheeler getaway.
66,304080016202500001,16,Cybercrime,"ITACT 66C, ITACT 66D",Vijayapura,,16.777469251849503,75.6618397435965,2025-12-02 00:00:00,2025-12-05 00:00:00,under_investigation,medium,otp_fraud,Cybercrime reported under rural limits of Vijayapura. Modus operandi: otp fraud.
67,104110021202500003,21,Rioting,"IPC 147, IPC 148",Udupi,,13.253680409799887,74.78003902412522,2025-03-19 00:00:00,2025-03-22 00:00:00,charge_sheeted,medium,mob,Rioting reported under city limits of Udupi. Modus operandi: mob.
68,104090017202600004,17,Vehicle Theft,IPC 379,Shivamogga,,13.866990993756428,75.64834186112452,2026-07-11 00:00:00,2026-07-11 00:00:00,closed,medium,duplicate_key,Vehicle Theft reported under city limits of Shivamogga. Modus operandi: duplicate key.
69,104020003202500004,3,Vehicle Theft,IPC 379,Mysuru,,12.381826890599168,76.56390766447,2025-03-13 00:00:00,2025-03-13 00:00:00,charge_sheeted,medium,duplicate_key,Vehicle Theft reported under city limits of Mysuru. Modus operandi: duplicate key.
70,104050009202500003,9,Cheating & Fraud,IPC 420,Belagavi,,15.812369757483527,74.43537194862012,2025-07-01 00:00:00,2025-07-02 00:00:00,registered,medium,fake_investment,Cheating & Fraud reported under city limits of Belagavi. Modus operandi: fake investment.
71,104090018202500002,18,House Theft,IPC 380,Shivamogga,,13.882061254165695,75.61807007995378,2025-12-18 00:00:00,2025-12-20 00:00:00,charge_sheeted,medium,lock_breaking,House Theft reported under rural limits of Shivamogga. Modus operandi: lock breaking.
72,104110021202600001,21,House Theft,IPC 380,Udupi,,13.30187558693029,74.82955446990243,2026-04-06 00:00:00,2026-04-09 00:00:00,closed,medium,lock_breaking,House Theft reported under city limits of Udupi. Modus operandi: lock breaking.
73,104020003202600003,3,Murder,IPC 302,Mysuru,,12.33833856377676,76.55668553586173,2026-04-15 00:00:00,2026-04-18 00:00:00,charge_sheeted,critical,personal_enmity,Murder reported under city limits of Mysuru. Modus operandi: personal enmity.
74,104030005202600002,5,Attempt to Murder,IPC 307,Dakshina Kannada,,12.976635927607678,74.91571456885804,2026-06-03 00:00:00,2026-06-05 00:00:00,closed,high,personal_enmity,Attempt to Murder reported under city limits of Dakshina Kannada. Modus operandi: personal enmity.
75,104010001202600002,1,House Theft,IPC 380,Bengaluru Urban,,12.946705722099543,77.5465655299373,2026-04-07 00:00:00,2026-04-09 00:00:00,charge_sheeted,medium,lock_breaking,House Theft reported under city limits of Bengaluru Urban. Modus operandi: lock breaking.
76,104100019202600005,19,Cheating & Fraud,IPC 420,Tumakuru,,13.292832573079131,77.12146819911916,2026-01-09 00:00:00,2026-01-11 00:00:00,under_investigation,medium,impersonation,Cheating & Fraud reported under city limits of Tumakuru. Modus operandi: impersonation.
77,104030005202500001,5,Rioting,"IPC 147, IPC 148",Dakshina Kannada,,12.885645968307182,74.8811634626789,2025-12-27 00:00:00,2025-12-28 00:00:00,closed,medium,communal,Rioting reported under city limits of Dakshina Kannada. Modus operandi: communal.
78,104010002202600001,2,Cybercrime,"ITACT 66C, ITACT 66D",Bengaluru Urban,,12.974143413206004,77.63247229818292,2026-02-22 00:00:00,2026-02-22 00:00:00,charge_sheeted,medium,fake_upi_link,Cybercrime reported under rural limits of Bengaluru Urban. Modus operandi: fake upi link.
79,104050009202500004,9,Burglary,"IPC 454, IPC 457",Belagavi,,15.769736037145183,74.46979521489217,2025-07-01 00:00:00,2025-07-02 00:00:00,charge_sheeted,medium,cctv_blindspot,Burglary reported under city limits of Belagavi. Modus operandi: cctv blindspot.
80,104010001202500001,1,Vehicle Theft,IPC 379,Bengaluru Urban,,12.997699689034745,77.65760563781056,2025-07-21 00:00:00,2025-07-22 00:00:00,closed,medium,duplicate_key,Vehicle Theft reported under city limits of Bengaluru Urban. Modus operandi: duplicate key.
81,104070013202500001,13,Cheating & Fraud,IPC 420,Ballari,,15.137547339602001,76.90917140706313,2025-07-27 00:00:00,2025-07-27 00:00:00,under_investigation,medium,impersonation,Cheating & Fraud reported under city limits of Ballari. Modus operandi: impersonation.
82,104100020202500001,20,Cybercrime,"ITACT 66C, ITACT 66D",Tumakuru,,13.320603292914665,77.1473639681425,2025-06-29 00:00:00,2025-06-30 00:00:00,under_investigation,medium,impersonation,Cybercrime reported under rural limits of Tumakuru. Modus operandi: impersonation.
83,104110021202500004,21,Drug Trafficking,"NDPS 20, NDPS 22",Udupi,,13.274271763108297,74.76008138297162,2025-12-23 00:00:00,2025-12-25 00:00:00,registered,high,drug_courier,Drug Trafficking reported under city limits of Udupi. Modus operandi: drug courier.
84,104120024202500001,24,House Theft,IPC 380,Mandya,,12.570035125729813,76.91991241209637,2025-10-21 00:00:00,2025-10-23 00:00:00,under_investigation,medium,lock_breaking,House Theft reported under rural limits of Mandya. Modus operandi: lock breaking.
85,104110021202500005,21,Robbery,IPC 392,Udupi,,13.32780423627384,74.7152743663596,2025-12-31 00:00:00,2025-12-31 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under city limits of Udupi. Modus operandi: two wheeler getaway.
86,804010002202600001,2,Robbery,IPC 392,Bengaluru Urban,,12.99476684422549,77.67130459224842,2026-01-25 00:00:00,2026-01-26 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under rural limits of Bengaluru Urban. Modus operandi: two wheeler getaway.
87,104080016202500003,16,Vehicle Theft,IPC 379,Vijayapura,,16.77964217420649,75.64374478114303,2025-10-10 00:00:00,2025-10-10 00:00:00,charge_sheeted,medium,vehicle_lifting,Vehicle Theft reported under rural limits of Vijayapura. Modus operandi: vehicle lifting.
88,104050010202500002,10,House Theft,IPC 380,Belagavi,,15.825661247240193,74.50602265686243,2025-07-20 00:00:00,2025-07-23 00:00:00,under_investigation,medium,insider_info,House Theft reported under rural limits of Belagavi. Modus operandi: insider info.
89,104030005202600003,5,Robbery,IPC 392,Dakshina Kannada,,12.883532416437193,74.76783246470522,2026-05-01 00:00:00,2026-05-01 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under city limits of Dakshina Kannada. Modus operandi: two wheeler getaway.
90,104070014202600001,14,Cybercrime,"ITACT 66C, ITACT 66D",Ballari,,15.079346810719557,76.93066449787804,2026-04-12 00:00:00,2026-04-15 00:00:00,charge_sheeted,medium,otp_fraud,Cybercrime reported under rural limits of Ballari. Modus operandi: otp fraud.
91,104040007202500002,7,Cybercrime,"ITACT 66C, ITACT 66D",Hubballi-Dharwad,,15.371945065267196,75.08727516273595,2025-12-23 00:00:00,2025-12-23 00:00:00,under_investigation,medium,otp_fraud,Cybercrime reported under city limits of Hubballi-Dharwad. Modus operandi: otp fraud.
92,104100019202500001,19,Chain Snatching,"IPC 379, IPC 356",Tumakuru,,13.422542132427543,77.17754567369371,2025-04-12 00:00:00,2025-04-13 00:00:00,under_investigation,medium,crowded_market,Chain Snatching reported under city limits of Tumakuru. Modus operandi: crowded market.
93,104030005202500002,5,Robbery,IPC 392,Dakshina Kannada,,12.962757002225517,74.84448023758269,2025-03-09 00:00:00,2025-03-10 00:00:00,under_investigation,high,armed_robbery,Robbery reported under city limits of Dakshina Kannada. Modus operandi: armed robbery.
94,104020003202600004,3,Vehicle Theft,IPC 379,Mysuru,,12.342032569338754,76.65402554256897,2026-07-05 00:00:00,2026-07-05 00:00:00,under_investigation,medium,duplicate_key,Vehicle Theft reported under city limits of Mysuru. Modus operandi: duplicate key.
95,104010001202500002,1,Vehicle Theft,IPC 379,Bengaluru Urban,,12.927746837514826,77.65141823008693,2025-03-07 00:00:00,2025-03-07 00:00:00,registered,medium,vehicle_lifting,Vehicle Theft reported under city limits of Bengaluru Urban. Modus operandi: vehicle lifting.
96,104040008202600002,8,Cybercrime,"ITACT 66C, ITACT 66D",Hubballi-Dharwad,,15.285369450359418,75.09409787027258,2026-07-11 00:00:00,2026-07-11 00:00:00,under_investigation,medium,otp_fraud,Cybercrime reported under rural limits of Hubballi-Dharwad. Modus operandi: otp fraud.
97,104040007202600005,7,Robbery,IPC 392,Hubballi-Dharwad,,15.339127348775788,75.17499529366474,2026-01-20 00:00:00,2026-01-22 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under city limits of Hubballi-Dharwad. Modus operandi: two wheeler getaway.
98,104010001202500003,1,Murder,IPC 302,Bengaluru Urban,,12.907207399870641,77.5240633705495,2025-11-08 00:00:00,2025-11-09 00:00:00,under_investigation,critical,premeditated,Murder reported under city limits of Bengaluru Urban. Modus operandi: premeditated.
99,104030006202500001,6,Cheating & Fraud,IPC 420,Dakshina Kannada,,12.865597013149783,74.94189489536359,2025-11-16 00:00:00,2025-11-16 00:00:00,charge_sheeted,medium,impersonation,Cheating & Fraud reported under rural limits of Dakshina Kannada. Modus operandi: impersonation.
100,104100020202600001,20,Chain Snatching,"IPC 379, IPC 356",Tumakuru,,13.349041939414665,77.13581112226956,2026-01-28 00:00:00,2026-01-28 00:00:00,charge_sheeted,medium,crowded_market,Chain Snatching reported under rural limits of Tumakuru. Modus operandi: crowded market.
101,104010001202500004,1,Burglary,"IPC 454, IPC 457",Bengaluru Urban,,12.929498489902727,77.64186400179322,2025-12-22 00:00:00,2025-12-22 00:00:00,under_investigation,medium,lock_breaking,Burglary reported under city limits of Bengaluru Urban. Modus operandi: lock breaking.
102,104060011202600003,11,House Theft,IPC 380,Kalaburagi,,17.356681923864222,76.88237528213598,2026-06-08 00:00:00,2026-06-10 00:00:00,charge_sheeted,medium,lock_breaking,House Theft reported under city limits of Kalaburagi. Modus operandi: lock breaking.
103,304080016202600001,16,Chain Snatching,"IPC 379, IPC 356",Vijayapura,,16.778899666080065,75.70444635363295,2026-04-09 00:00:00,2026-04-10 00:00:00,under_investigation,medium,crowded_market,Chain Snatching reported under rural limits of Vijayapura. Modus operandi: crowded market.
104,104030005202600004,5,Cybercrime,"ITACT 66C, ITACT 66D",Dakshina Kannada,,13.003796346740238,74.82749699615779,2026-02-13 00:00:00,2026-02-16 00:00:00,closed,medium,fake_upi_link,Cybercrime reported under city limits of Dakshina Kannada. Modus operandi: fake upi link.
105,804030006202500001,6,House Theft,IPC 380,Dakshina Kannada,,12.966669981277919,74.90265228337515,2025-04-18 00:00:00,2025-04-21 00:00:00,closed,medium,lock_breaking,House Theft reported under rural limits of Dakshina Kannada. Modus operandi: lock breaking.
106,104020003202600005,3,Murder,IPC 302,Mysuru,,12.366200703856721,76.70866535302773,2026-03-04 00:00:00,2026-03-05 00:00:00,under_investigation,critical,premeditated,Murder reported under city limits of Mysuru. Modus operandi: premeditated.
107,104080015202600004,15,Attempt to Murder,IPC 307,Vijayapura,,16.844921973766574,75.65043582884594,2026-01-18 00:00:00,2026-01-19 00:00:00,charge_sheeted,high,personal_enmity,Attempt to Murder reported under city limits of Vijayapura. Modus operandi: personal enmity.
108,104040008202600003,8,Burglary,"IPC 454, IPC 457",Hubballi-Dharwad,,15.313391479894332,75.18415977247152,2025-12-31 00:00:00,2026-01-01 00:00:00,under_investigation,medium,cctv_blindspot,Burglary reported under rural limits of Hubballi-Dharwad. Modus operandi: cctv blindspot.
