id,source_type,source_id,target_type,target_id,rel_type,confidence,frequency,note
42,criminal,67,fir,34,involved_in,0.9,1,
43,criminal,24,fir,35,involved_in,0.9,1,
44,criminal,65,fir,35,involved_in,0.9,1,
45,criminal,49,fir,35,involved_in,0.9,1,
46,criminal,55,fir,36,involved_in,0.9,1,
47,criminal,38,fir,37,involved_in,0.9,1,
48,criminal,50,fir,37,involved_in,0.9,1,
49,criminal,64,fir,37,involved_in,0.9,1,
50,criminal,13,fir,39,involved_in,0.9,1,
51,criminal,6,fir,39,involved_in,0.9,1,
52,criminal,59,fir,40,involved_in,0.9,1,
53,criminal,68,fir,40,involved_in,0.9,1,
54,criminal,26,fir,42,involved_in,0.9,1,
55,criminal,59,fir,42,involved_in,0.9,1,
56,criminal,69,fir,42,involved_in,0.9,1,
57,criminal,64,fir,43,involved_in,0.9,1,
58,criminal,7,fir,43,involved_in,0.9,1,
59,criminal,27,fir,43,involved_in,0.9,1,
60,criminal,26,fir,44,involved_in,0.9,1,
61,criminal,64,fir,44,involved_in,0.9,1,
62,criminal,32,fir,44,involved_in,0.9,1,
63,criminal,32,fir,45,involved_in,0.9,1,
64,criminal,10,fir,46,involved_in,0.9,1,
65,criminal,26,fir,46,involved_in,0.9,1,
66,criminal,65,fir,46,involved_in,0.9,1,
67,criminal,43,fir,47,involved_in,0.9,1,
68,criminal,65,fir,47,involved_in,0.9,1,
69,criminal,66,fir,48,involved_in,0.9,1,
70,criminal,40,fir,49,involved_in,0.9,1,
71,criminal,10,fir,50,involved_in,0.9,1,
72,criminal,65,fir,50,involved_in,0.9,1,
73,criminal,35,fir,52,involved_in,0.9,1,
74,criminal,50,fir,53,involved_in,0.9,1,
75,criminal,36,fir,53,involved_in,0.9,1,
76,criminal,16,fir,54,involved_in,0.9,1,
77,criminal,7,fir,55,involved_in,0.9,1,
78,criminal,5,fir,55,involved_in,0.9,1,
79,criminal,25,fir,55,involved_in,0.9,1,
80,criminal,51,fir,56,involved_in,0.9,1,
81,criminal,23,fir,59,involved_in,0.9,1,
82,criminal,23,fir,60,involved_in,0.9,1,
83,criminal,27,fir,60,involved_in,0.9,1,
84,criminal,6,fir,60,involved_in,0.9,1,
85,criminal,41,fir,61,involved_in,0.9,1,
86,criminal,44,fir,61,involved_in,0.9,1,
87,criminal,60,fir,62,involved_in,0.9,1,
88,criminal,40,fir,64,involved_in,0.9,1,
89,criminal,1,fir,65,involved_in,0.9,1,
90,criminal,35,fir,65,involved_in,0.9,1,
91,criminal,64,fir,65,involved_in,0.9,1,
92,criminal,24,fir,66,involved_in,0.9,1,
93,criminal,56,fir,67,involved_in,0.9,1,
94,criminal,29,fir,67,involved_in,0.9,1,
95,criminal,50,fir,68,involved_in,0.9,1,
96,criminal,9,fir,68,involved_in,0.9,1,
97,criminal,25,fir,72,involved_in,0.9,1,
98,criminal,12,fir,73,involved_in,0.9,1,
99,criminal,38,fir,73,involved_in,0.9,1,
100,criminal,40,fir,73,involved_in,0.9,1,
101,criminal,30,fir,74,involved_in,0.9,1,
102,criminal,34,fir,74,involved_in,0.9,1,
103,criminal,23,fir,75,involved_in,0.9,1,
104,criminal,42,fir,75,involved_in,0.9,1,
105,criminal,58,fir,76,involved_in,0.9,1,
106,criminal,5,fir,76,involved_in,0.9,1,
107,criminal,27,fir,77,involved_in,0.9,1,
108,criminal,9,fir,77,involved_in,0.9,1,
109,criminal,46,fir,77,involved_in,0.9,1,
110,criminal,66,fir,78,involved_in,0.9,1,
111,criminal,43,fir,79,involved_in,0.9,1,
112,criminal,34,fir,80,involved_in,0.9,1,
113,criminal,44,fir,81,involved_in,0.9,1,
114,criminal,5,fir,81,involved_in,0.9,1,
115,criminal,5,fir,83,involved_in,0.9,1,
116,criminal,57,fir,83,involved_in,0.9,1,
117,criminal,1,fir,83,involved_in,0.9,1,
118,criminal,18,fir,84,involved_in,0.9,1,
119,criminal,67,fir,84,involved_in,0.9,1,
120,criminal,48,fir,86,involved_in,0.9,1,
121,criminal,45,fir,86,involved_in,0.9,1,
122,criminal,30,fir,86,involved_in,0.9,1,
123,criminal,22,fir,87,involved_in,0.9,1,
124,criminal,61,fir,92,involved_in,0.9,1,
125,criminal,44,fir,92,involved_in,0.9,1,
126,criminal,1,fir,92,involved_in,0.9,1,
127,criminal,39,fir,93,involved_in,0.9,1,
128,criminal,31,fir,93,involved_in,0.9,1,
129,criminal,15,fir,93,involved_in,0.9,1,
130,criminal,45,fir,94,involved_in,0.9,1,
131,criminal,16,fir,94,involved_in,0.9,1,
132,criminal,15,fir,95,involved_in,0.9,1,
133,criminal,23,fir,95,involved_in,0.9,1,
134,criminal,62,fir,97,involved_in,0.9,1,
135,criminal,40,fir,97,involved_in,0.9,1,
136,criminal,42,fir,98,involved_in,0.9,1,
137,criminal,23,fir,98,involved_in,0.9,1,
138,criminal,47,fir,100,involved_in,0.9,1,
139,criminal,53,fir,100,involved_in,0.9,1,
140,criminal,1,fir,100,involved_in,0.9,1,
141,criminal,20,fir,101,involved_in,0.9,1,
142,criminal,63,fir,101,involved_in,0.9,1,
143,criminal,66,fir,101,involved_in,0.9,1,
144,criminal,43,fir,102,involved_in,0.9,1,
145,criminal,65,fir,102,involved_in,0.9,1,
146,criminal,18,fir,103,involved_in,0.9,1,
147,criminal,63,fir,104,involved_in,0.9,1,
148,criminal,9,fir,104,involved_in,0.9,1,
149,criminal,40,fir,104,involved_in,0.9,1,
150,criminal,9,fir,105,involved_in,0.9,1,
151,criminal,37,fir,106,involved_in,0.9,1,
152,criminal,69,fir,107,involved_in,0.9,1,
153,criminal,60,fir,108,involved_in,0.9,1,
154,criminal,27,fir,108,involved_in,0.9,1,
155,criminal,65,fir,109,involved_in,0.9,1,
156,criminal,60,fir,110,involved_in,0.9,1,
157,criminal,62,fir,110,involved_in,0.9,1,
158,criminal,23,fir,111,involved_in,0.9,1,
159,criminal,64,fir,111,involved_in,0.9,1,
160,criminal,53,fir,111,involved_in,0.9,1,
161,criminal,46,fir,112,involved_in,0.9,1,
162,criminal,25,fir,114,involved_in,0.9,1,
163,criminal,45,fir,115,involved_in,0.9,1,
164,criminal,20,fir,115,involved_in,0.9,1,
165,criminal,34,fir,115,involved_in,0.9,1,
166,criminal,39,fir,116,involved_in,0.9,1,
167,criminal,69,fir,116,involved_in,0.9,1,
168,criminal,23,fir,118,involved_in,0.9,1,
169,criminal,32,fir,119,involved_in,0.9,1,
170,criminal,18,fir,119,involved_in,0.9,1,
171,criminal,5,fir,120,involved_in,0.9,1,
172,criminal,30,fir,120,involved_in,0.9,1,
173,criminal,39,fir,121,involved_in,0.9,1,
174,criminal,33,fir,122,involved_in,0.9,1,
175,criminal,35,fir,123,involved_in,0.9,1,
176,criminal,17,fir,123,involved_in,0.9,1,
177,criminal,51,fir,124,involved_in,0.9,1,
178,criminal,35,fir,124,involved_in,0.9,1,
179,criminal,17,fir,124,involved_in,0.9,1,
180,criminal,56,fir,126,involved_in,0.9,1,
181,criminal,69,fir,126,involved_in,0.9,1,
182,criminal,56,fir,127,involved_in,0.9,1,
183,criminal,1,fir,130,involved_in,0.9,1,
184,criminal,6,fir,130,involved_in,0.9,1,
185,criminal,5,fir,130,involved_in,0.9,1,
186,criminal,35,fir,132,involved_in,0.9,1,
187,criminal,10,fir,133,involved_in,0.9,1,
188,criminal,26,fir,133,involved_in,0.9,1,
189,criminal,35,fir,133,involved_in,0.9,1,
190,criminal,43,fir,134,involved_in,0.9,1,
191,criminal,61,fir,138,involved_in,0.9,1,
192,criminal,17,fir,139,involved_in,0.9,1,
193,criminal,6,fir,139,involved_in,0.9,1,
194,criminal,56,fir,140,involved_in,0.9,1,
195,criminal,18,fir,140,involved_in,0.9,1,
196,criminal,14,fir,141,involved_in,0.9,1,
197,criminal,51,fir,141,involved_in,0.9,1,
198,criminal,64,fir,142,involved_in,0.9,1,
199,criminal,28,fir,142,involved_in,0.9,1,
200,criminal,1,fir,144,involved_in,0.9,1,
201,criminal,11,fir,147,involved_in,0.9,1,
202,criminal,35,fir,147,involved_in,0.9,1,
203,criminal,66,fir,147,involved_in,0.9,1,
204,criminal,20,fir,148,involved_in,0.9,1,
205,criminal,48,fir,148,involved_in,0.9,1,
206,criminal,1,fir,148,involved_in,0.9,1,
207,criminal,44,fir,149,involved_in,0.9,1,
208,criminal,21,fir,150,involved_in,0.9,1,
209,criminal,67,fir,151,involved_in,0.9,1,
210,criminal,33,fir,151,involved_in,0.9,1,
211,criminal,51,fir,154,involved_in,0.9,1,
212,criminal,50,fir,154,involved_in,0.9,1,
213,criminal,17,fir,154,involved_in,0.9,1,
214,criminal,26,fir,155,involved_in,0.9,1,
215,criminal,11,fir,155,involved_in,0.9,1,
216,criminal,65,fir,155,involved_in,0.9,1,
217,criminal,38,fir,156,involved_in,0.9,1,
218,criminal,31,fir,158,involved_in,0.9,1,
219,criminal,35,fir,158,involved_in,0.9,1,
220,criminal,38,fir,158,involved_in,0.9,1,
221,criminal,24,fir,159,involved_in,0.9,1,
222,criminal,35,fir,159,involved_in,0.9,1,
223,criminal,46,fir,160,involved_in,0.9,1,
224,criminal,24,fir,161,involved_in,0.9,1,
225,criminal,44,fir,161,involved_in,0.9,1,
226,criminal,35,fir,162,involved_in,0.9,1,
227,criminal,41,fir,162,involved_in,0.9,1,
228,criminal,60,fir,162,involved_in,0.9,1,
229,criminal,24,fir,163,involved_in,0.9,1,
230,criminal,3,fir,163,involved_in,0.9,1,
231,criminal,61,fir,165,involved_in,0.9,1,
232,criminal,48,fir,166,involved_in,0.9,1,
233,criminal,12,fir,166,involved_in,0.9,1,
234,criminal,15,fir,167,involved_in,0.9,1,
235,criminal,65,fir,168,involved_in,0.9,1,
236,criminal,21,fir,168,involved_in,0.9,1,
237,criminal,38,fir,168,involved_in,0.9,1,
238,criminal,49,fir,169,involved_in,0.9,1,
239,criminal,64,fir,169,involved_in,0.9,1,
240,criminal,34,fir,170,involved_in,0.9,1,
241,criminal,66,fir,170,involved_in,0.9,1,
242,criminal,55,fir,171,involved_in,0.9,1,
243,criminal,18,fir,171,involved_in,0.9,1,
244,criminal,29,fir,172,involved_in,0.9,1,
245,criminal,66,fir,172,involved_in,0.9,1,
246,criminal,37,fir,173,involved_in,0.9,1,
247,criminal,66,fir,173,involved_in,0.9,1,
248,criminal,26,fir,174,involved_in,0.9,1,
249,criminal,22,fir,175,involved_in,0.9,1,
250,criminal,40,fir,175,involved_in,0.9,1,
251,criminal,55,fir,176,involved_in,0.9,1,
252,criminal,13,fir,176,involved_in,0.9,1,
253,criminal,9,fir,177,involved_in,0.9,1,
254,criminal,47,fir,177,involved_in,0.9,1,
255,criminal,15,fir,179,involved_in,0.9,1,
256,criminal,63,fir,180,involved_in,0.9,1,
257,criminal,49,fir,181,involved_in,0.9,1,
258,criminal,35,fir,182,involved_in,0.9,1,
259,criminal,41,fir,186,involved_in,0.9,1,
260,criminal,65,fir,187,involved_in,0.9,1,
261,criminal,26,fir,187,involved_in,0.9,1,
262,criminal,41,fir,188,involved_in,0.9,1,
263,criminal,26,fir,188,involved_in,0.9,1,
264,criminal,53,fir,188,involved_in,0.9,1,
265,criminal,14,fir,190,involved_in,0.9,1,
266,criminal,7,fir,191,involved_in,0.9,1,
267,criminal,56,fir,193,involved_in,0.9,1,
268,criminal,28,fir,193,involved_in,0.9,1,
269,criminal,16,fir,193,involved_in,0.9,1,
270,criminal,10,fir,194,involved_in,0.9,1,
271,criminal,69,fir,194,involved_in,0.9,1,
272,criminal,64,fir,194,involved_in,0.9,1,
273,criminal,65,fir,195,involved_in,0.9,1,
274,criminal,35,fir,195,involved_in,0.9,1,
275,criminal,6,fir,196,involved_in,0.9,1,
276,criminal,37,fir,196,involved_in,0.9,1,
277,criminal,58,fir,196,involved_in,0.9,1,
278,criminal,11,fir,197,involved_in,0.9,1,
279,criminal,33,fir,198,involved_in,0.9,1,
280,criminal,68,fir,198,involved_in,0.9,1,
281,criminal,53,fir,199,involved_in,0.9,1,
282,criminal,47,fir,199,involved_in,0.9,1,
283,criminal,55,fir,201,involved_in,0.9,1,
284,criminal,53,fir,202,involved_in,0.9,1,
285,criminal,17,fir,203,involved_in,0.9,1,
286,criminal,44,fir,203,involved_in,0.9,1,
287,criminal,34,fir,203,involved_in,0.9,1,
288,criminal,64,fir,204,involved_in,0.9,1,
289,criminal,1,fir,204,involved_in,0.9,1,
290,criminal,6,fir,204,involved_in,0.9,1,
291,criminal,28,fir,205,involved_in,0.9,1,
292,criminal,2,fir,205,involved_in,0.9,1,
293,criminal,69,fir,205,involved_in,0.9,1,
294,criminal,41,fir,206,involved_in,0.9,1,
295,criminal,38,fir,206,involved_in,0.9,1,
296,criminal,7,fir,206,involved_in,0.9,1,
297,criminal,41,fir,207,involved_in,0.9,1,
298,criminal,12,fir,208,involved_in,0.9,1,
299,criminal,52,fir,209,involved_in,0.9,1,
300,criminal,66,fir,209,involved_in,0.9,1,
301,criminal,51,fir,209,involved_in,0.9,1,
302,criminal,47,fir,210,involved_in,0.9,1,
303,criminal,36,fir,211,involved_in,0.9,1,
304,criminal,41,fir,211,involved_in,0.9,1,
305,criminal,63,fir,212,involved_in,0.9,1,
306,criminal,34,fir,216,involved_in,0.9,1,
307,criminal,5,fir,216,involved_in,0.9,1,
308,criminal,18,fir,216,involved_in,0.9,1,
309,criminal,30,fir,217,involved_in,0.9,1,
310,criminal,58,fir,218,involved_in,0.9,1,
311,criminal,22,fir,219,involved_in,0.9,1,
312,criminal,30,fir,219,involved_in,0.9,1,
313,criminal,47,fir,220,involved_in,0.9,1,
314,criminal,58,fir,220,involved_in,0.9,1,
315,criminal,5,fir,220,involved_in,0.9,1,
316,criminal,9,fir,221,involved_in,0.9,1,
317,criminal,42,fir,222,involved_in,0.9,1,
318,criminal,34,fir,222,involved_in,0.9,1,
319,criminal,43,fir,223,involved_in,0.9,1,
320,criminal,35,fir,223,involved_in,0.9,1,
321,criminal,11,fir,223,involved_in,0.9,1,
322,criminal,53,fir,224,involved_in,0.9,1,
323,criminal,43,fir,224,involved_in,0.9,1,
324,criminal,51,fir,225,involved_in,0.9,1,
325,criminal,33,fir,225,involved_in,0.9,1,
326,criminal,15,fir,226,involved_in,0.9,1,
327,criminal,60,fir,226,involved_in,0.9,1,
328,criminal,3,fir,226,involved_in,0.9,1,
329,criminal,31,fir,228,involved_in,0.9,1,
330,criminal,50,fir,228,involved_in,0.9,1,
331,criminal,6,fir,231,involved_in,0.9,1,
332,criminal,4,fir,231,involved_in,0.9,1,
333,criminal,50,fir,232,involved_in,0.9,1,
334,criminal,70,fir,234,involved_in,0.9,1,
335,criminal,69,fir,234,involved_in,0.9,1,
336,criminal,11,fir,236,involved_in,0.9,1,
337,criminal,23,fir,238,involved_in,0.9,1,
338,criminal,27,fir,238,involved_in,0.9,1,
339,criminal,26,fir,239,involved_in,0.9,1,
340,criminal,37,fir,239,involved_in,0.9,1,
341,criminal,12,fir,239,involved_in,0.9,1,
342,criminal,14,fir,240,involved_in,0.9,1,
343,criminal,27,fir,241,involved_in,0.9,1,
344,criminal,6,fir,241,involved_in,0.9,1,
345,criminal,24,fir,242,involved_in,0.9,1,
346,criminal,69,fir,242,involved_in,0.9,1,
347,criminal,30,fir,243,involved_in,0.9,1,
348,criminal,42,fir,243,involved_in,0.9,1,
349,criminal,15,fir,243,involved_in,0.9,1,
350,criminal,20,fir,244,involved_in,0.9,1,
351,criminal,44,fir,244,involved_in,0.9,1,
352,criminal,62,fir,244,involved_in,0.9,1,
353,criminal,30,fir,245,involved_in,0.9,1,
354,criminal,63,fir,245,involved_in,0.9,1,
355,criminal,23,fir,245,involved_in,0.9,1,
356,criminal,45,fir,246,involved_in,0.9,1,
357,criminal,66,fir,247,involved_in,0.9,1,
358,criminal,22,fir,250,involved_in,0.9,1,
359,criminal,3,fir,250,involved_in,0.9,1,
360,criminal,30,fir,250,involved_in,0.9,1,
361,criminal,39,fir,251,involved_in,0.9,1,
362,criminal,16,fir,251,involved_in,0.9,1,
363,criminal,43,fir,251,involved_in,0.9,1,
364,criminal,55,fir,252,involved_in,0.9,1,
365,criminal,70,fir,253,involved_in,0.9,1,
366,criminal,32,fir,254,involved_in,0.9,1,
367,criminal,61,fir,254,involved_in,0.9,1,
368,criminal,56,fir,254,involved_in,0.9,1,
369,criminal,54,fir,255,involved_in,0.9,1,
370,criminal,67,fir,255,involved_in,0.9,1,
371,criminal,44,fir,256,involved_in,0.9,1,
372,criminal,58,fir,256,involved_in,0.9,1,
373,criminal,37,fir,257,involved_in,0.9,1,
374,criminal,61,fir,261,involved_in,0.9,1,
375,criminal,6,fir,262,involved_in,0.9,1,
376,criminal,70,fir,262,involved_in,0.9,1,
377,criminal,11,fir,263,involved_in,0.9,1,
378,criminal,34,fir,263,involved_in,0.9,1,
379,criminal,56,fir,263,involved_in,0.9,1,
380,criminal,53,fir,266,involved_in,0.9,1,
381,criminal,25,fir,267,involved_in,0.9,1,
382,criminal,54,fir,267,involved_in,0.9,1,
383,criminal,65,fir,267,involved_in,0.9,1,
384,criminal,40,fir,268,involved_in,0.9,1,
385,criminal,5,fir,268,involved_in,0.9,1,
386,criminal,9,fir,269,involved_in,0.9,1,
387,criminal,38,fir,270,involved_in,0.9,1,
388,criminal,35,fir,270,involved_in,0.9,1,
389,criminal,19,fir,271,involved_in,0.9,1,
390,criminal,55,fir,272,involved_in,0.9,1,
391,criminal,41,fir,273,involved_in,0.9,1,
392,criminal,26,fir,273,involved_in,0.9,1,
393,criminal,14,fir,273,involved_in,0.9,1,
394,criminal,18,fir,274,involved_in,0.9,1,
395,criminal,42,fir,274,involved_in,0.9,1,
396,criminal,5,fir,275,involved_in,0.9,1,
397,criminal,32,fir,275,involved_in,0.9,1,
398,criminal,64,fir,276,involved_in,0.9,1,
399,criminal,25,fir,276,involved_in,0.9,1,
400,criminal,11,fir,276,involved_in,0.9,1,
401,criminal,38,fir,277,involved_in,0.9,1,
402,criminal,14,fir,277,involved_in,0.9,1,
403,criminal,28,fir,277,involved_in,0.9,1,
404,criminal,17,fir,278,involved_in,0.9,1,
405,criminal,64,fir,278,involved_in,0.9,1,
406,criminal,2,fir,279,involved_in,0.9,1,
407,criminal,58,fir,281,involved_in,0.9,1,
408,criminal,62,fir,281,involved_in,0.9,1,
409,criminal,49,fir,281,involved_in,0.9,1,
410,criminal,18,fir,283,involved_in,0.9,1,
411,criminal,22,fir,283,involved_in,0.9,1,
412,criminal,66,fir,284,involved_in,0.9,1,
413,criminal,14,fir,285,involved_in,0.9,1,
414,criminal,24,fir,287,involved_in,0.9,1,
415,criminal,23,fir,287,involved_in,0.9,1,
416,criminal,19,fir,288,involved_in,0.9,1,
417,criminal,11,fir,288,involved_in,0.9,1,
418,criminal,62,fir,289,involved_in,0.9,1,
419,criminal,48,fir,289,involved_in,0.9,1,
420,criminal,28,fir,289,involved_in,0.9,1,
421,criminal,58,fir,291,involved_in,0.9,1,
422,criminal,6,fir,291,involved_in,0.9,1,
423,criminal,15,fir,292,involved_in,0.9,1,
424,criminal,23,fir,292,involved_in,0.9,1,
425,criminal,66,fir,292,involved_in,0.9,1,
426,criminal,45,fir,293,involved_in,0.9,1,
427,criminal,15,fir,293,involved_in,0.9,1,
428,criminal,13,fir,294,involved_in,0.9,1,
429,criminal,53,fir,294,involved_in,0.9,1,
430,criminal,2,fir,294,involved_in,0.9,1,
431,criminal,36,fir,295,involved_in,0.9,1,
432,criminal,20,fir,295,involved_in,0.9,1,
433,criminal,28,fir,295,involved_in,0.9,1,
434,criminal,58,fir,298,involved_in,0.9,1,
435,criminal,35,fir,299,involved_in,0.9,1,
436,criminal,11,fir,299,involved_in,0.9,1,
437,criminal,9,fir,300,involved_in,0.9,1,
438,criminal,44,fir,300,involved_in,0.9,1,
439,criminal,5,fir,301,involved_in,0.9,1,
440,criminal,29,fir,303,involved_in,0.9,1,
441,criminal,10,fir,306,involved_in,0.9,1,
442,criminal,64,fir,306,involved_in,0.9,1,
443,criminal,36,fir,309,involved_in,0.9,1,
444,criminal,58,fir,309,involved_in,0.9,1,
445,criminal,47,fir,309,involved_in,0.9,1,
446,criminal,69,fir,311,involved_in,0.9,1,
447,criminal,62,fir,311,involved_in,0.9,1,
448,criminal,45,fir,313,involved_in,0.9,1,
449,criminal,1,fir,313,involved_in,0.9,1,
450,criminal,4,fir,316,involved_in,0.9,1,
451,criminal,6,fir,316,involved_in,0.9,1,
452,criminal,11,fir,316,involved_in,0.9,1,
453,criminal,3,fir,317,involved_in,0.9,1,
454,criminal,64,fir,317,involved_in,0.9,1,
455,criminal,43,fir,318,involved_in,0.9,1,
456,criminal,27,fir,318,involved_in,0.9,1,
457,criminal,14,fir,319,involved_in,0.9,1,
458,criminal,48,fir,321,involved_in,0.9,1,
459,criminal,63,fir,322,involved_in,0.9,1,
460,criminal,44,fir,323,involved_in,0.9,1,
461,criminal,37,fir,324,involved_in,0.9,1,
462,criminal,50,fir,324,involved_in,0.9,1,
463,criminal,44,fir,325,involved_in,0.9,1,
464,criminal,34,fir,325,involved_in,0.9,1,
465,criminal,65,fir,327,involved_in,0.9,1,
466,criminal,66,fir,327,involved_in,0.9,1,
467,criminal,11,fir,327,involved_in,0.9,1,
468,criminal,2,fir,328,involved_in,0.9,1,
469,criminal,37,fir,328,involved_in,0.9,1,
470,criminal,15,fir,330,involved_in,0.9,1,
471,criminal,35,fir,331,involved_in,0.9,1,
472,criminal,42,fir,332,involved_in,0.9,1,
473,criminal,53,fir,332,involved_in,0.9,1,
474,criminal,10,fir,334,involved_in,0.9,1,
475,criminal,70,fir,334,involved_in,0.9,1,
476,criminal,49,fir,336,involved_in,0.9,1,
477,criminal,7,fir,338,involved_in,0.9,1,
478,criminal,11,fir,338,involved_in,0.9,1,
479,criminal,61,fir,339,involved_in,0.9,1,
480,criminal,39,fir,339,involved_in,0.9,1,
481,criminal,49,fir,340,involved_in,0.9,1,
482,criminal,38,fir,340,involved_in,0.9,1,
483,criminal,16,fir,340,involved_in,0.9,1,
484,criminal,69,fir,341,involved_in,0.9,1,
485,criminal,26,fir,343,involved_in,0.9,1,
486,criminal,35,fir,343,involved_in,0.9,1,
487,criminal,66,fir,343,involved_in,0.9,1,
488,criminal,43,fir,344,involved_in,0.9,1,
489,criminal,70,fir,345,involved_in,0.9,1,
490,criminal,24,fir,345,involved_in,0.9,1,
491,criminal,53,fir,345,involved_in,0.9,1,
492,criminal,65,fir,346,involved_in,0.9,1,
493,criminal,66,fir,347,involved_in,0.9,1,
494,criminal,29,fir,347,involved_in,0.9,1,
495,criminal,53,fir,348,involved_in,0.9,1,
496,criminal,29,fir,348,involved_in,0.9,1,
497,criminal,70,fir,348,involved_in,0.9,1,
498,criminal,28,fir,351,involved_in,0.9,1,
499,criminal,40,fir,351,involved_in,0.9,1,
500,criminal,60,fir,351,involved_in,0.9,1,
501,criminal,45,fir,354,involved_in,0.9,1,
502,criminal,20,fir,354,involved_in,0.9,1,
503,criminal,55,fir,356,involved_in,0.9,1,
504,criminal,11,fir,356,involved_in,0.9,1,
505,criminal,1,fir,357,involved_in,0.9,1,
506,criminal,31,fir,357,involved_in,0.9,1,
507,criminal,21,fir,358,involved_in,0.9,1,
508,criminal,45,fir,358,involved_in,0.9,1,
509,criminal,26,fir,358,involved_in,0.9,1,
510,criminal,27,fir,359,involved_in,0.9,1,
511,criminal,56,fir,359,involved_in,0.9,1,
512,criminal,18,fir,359,involved_in,0.9,1,
513,criminal,26,fir,362,involved_in,0.9,1,
514,criminal,33,fir,362,involved_in,0.9,1,
515,criminal,42,fir,363,involved_in,0.9,1,
516,criminal,28,fir,363,involved_in,0.9,1,
517,criminal,7,fir,364,involved_in,0.9,1,
518,criminal,70,fir,365,involved_in,0.9,1,
519,criminal,33,fir,365,involved_in,0.9,1,
520,criminal,19,fir,365,involved_in,0.9,1,
521,criminal,30,fir,366,involved_in,0.9,1,
522,criminal,23,fir,366,involved_in,0.9,1,
523,criminal,60,fir,368,involved_in,0.9,1,
524,criminal,61,fir,368,involved_in,0.9,1,
525,criminal,45,fir,369,involved_in,0.9,1,
526,criminal,57,fir,370,involved_in,0.9,1,
527,criminal,56,fir,370,involved_in,0.9,1,
528,criminal,30,fir,371,involved_in,0.9,1,
529,criminal,14,fir,371,involved_in,0.9,1,
530,criminal,29,fir,372,involved_in,0.9,1,
531,criminal,2,fir,372,involved_in,0.9,1,
532,criminal,25,fir,373,involved_in,0.9,1,
533,criminal,33,fir,374,involved_in,0.9,1,
534,criminal,16,fir,375,involved_in,0.9,1,
535,criminal,27,fir,377,involved_in,0.9,1,
536,criminal,27,fir,378,involved_in,0.9,1,
537,criminal,55,fir,378,involved_in,0.9,1,
538,criminal,24,fir,378,involved_in,0.9,1,
539,criminal,18,fir,379,involved_in,0.9,1,
540,criminal,52,fir,380,involved_in,0.9,1,
541,criminal,23,fir,380,involved_in,0.9,1,
542,criminal,39,fir,381,involved_in,0.9,1,
543,criminal,28,fir,381,involved_in,0.9,1,
544,criminal,20,fir,382,involved_in,0.9,1,
545,criminal,26,fir,383,involved_in,0.9,1,
546,criminal,18,fir,383,involved_in,0.9,1,
547,criminal,61,fir,385,involved_in,0.9,1,
548,criminal,30,fir,385,involved_in,0.9,1,
549,criminal,43,fir,386,involved_in,0.9,1,
550,criminal,56,fir,386,involved_in,0.9,1,
551,criminal,29,fir,387,involved_in,0.9,1,
552,criminal,1,fir,388,involved_in,0.9,1,
553,criminal,18,fir,389,involved_in,0.9,1,
554,criminal,41,fir,389,involved_in,0.9,1,
555,criminal,33,fir,389,involved_in,0.9,1,
556,criminal,23,fir,391,involved_in,0.9,1,
557,criminal,33,fir,391,involved_in,0.9,1,
